Community Num,Members
0,2877269376 | 50393960 | 44196397 | 19725644 | 15439395 | 1636590253 | 34743251 | 37710752 | 316389142 | 13298072 | 133880286 | 18228898 | 14647570 | 30364057 | 17220934 | 15492359 | 65647594 | 62513246 | 816653 | 29873662 | 14372486 | 17004618 | 19058681 | 8161232 | 15224867 | 972651 | 186154646 | 2803191 | 4119741 | 3429950987 | 19877186 | 92757138 | 20540138 | 2987649676 | 266336410 | 757303975 | 68999404 | 14511951 | 1344951 | 15007149 | 30261067 | 19927627 | 218975278 | 1435461 | 22009731 | 16129920 | 161801527 | 17899109 | 8963722 | 46220856 | 15234407 | 49012699 | 17842366 | 15066760 | 20646711 | 46335511 | 2425151 | 701725963 | 16211434 | 75974281 | 382267114 | 16973333 | 74286565 | 17093617 | 1666038950 | 13058232 | 5746452 | 68462484 | 8071902 | 18225368 | 251757612 | 258600324 | 2715115656 | 391037985 | 12044602 | 48459821 | 14739684 | 3624914532 | 4616206407 | 1074876241 | 228794007 | 27860681 | 183749519 | 14130366 | 180004522 | 24608680 | 20182642 | 16186995 | 13201312 | 18055737 | 15898172 | 826288847562559488 | 2735591 | 14800270 | 28137737 | 284093185 | 245956580 | 93957809 | 717313 | 809662416 | 33836629 | 17595439 | 22919665 | 20 | 19404587 | 586 | 8820652 | 27493883 | 328695608 | 17579312 | 30162431 | 15808647 | 14504859 | 216939636 | 4783690002 | 68746721 | 48008938 | 911297187664949248 | 2362618909 | 17503180 | 19255050 | 15293352 | 17881732 | 16074627 | 30354991 | 1432893792 | 15862891 | 487833518 | 14086764 | 839896928 | 1292895211 | 24727891 | 26213879 | 47681255 | 43266236 | 24699707 | 36686040 | 2384071 | 19395722 | 49686679 | 32189132 | 14123751 | 2748525155 | 1051053836 | 21323268 | 19407053 | 243170507 | 552582271 | 19546277 | 4855801089 | 14761795 | 15568127 | 17623957 | 18084100 | 9451052 | 20571756 | 1138959692 | 16534711 | 32875790 | 22957295 | 8527372 | 10194682 | 1131093438714269696 | 89517005 | 18177126 | 1180181301095215104 | 19110632 | 18677260 | 337886919 | 441598184 | 149915877 | 46155808 | 252751061 | 2389227352 | 1091915908006715392 | 60293310 | 18776017 | 47865477 | 62603893 | 339061487 | 365956744 | 574168493 | 7334402 | 803694179079458816 | 11348282 | 17471979 | 1582853809 | 1451773004 | 18948541 | 47285504 | 19658826 | 729468343 | 465965880 | 18164420 | 15165493 | 18244358 | 23172966 | 2309138419 | 47786101 | 580097412 | 26589987 | 16228398 | 826435033695211520 | 16027904 | 21879024 | 31353077 | 54730258 | 16017475 | 18622869 | 138203134 | 21436960 | 62290422 | 146290693 | 13236602 | 2233154425 | 22461427 | 2257093789 | 45055696 | 14260960 | 48410093 | 32117870 | 352145373 | 55607413 | 15227791 | 19040598 | 91390383 | 241312286 | 1187330941 | 117652722 | 87318558 | 92727851 | 902926941413453824 | 4826209539 | 28406270 | 19777398 | 3327720838 | 351009963 | 16683634 | 2434538047 | 24585498 | 19120191 | 19875548 | 15425377 | 961445378 | 17939037 | 974444827 | 310072711 | 14338147 | 295218901 | 381585744 | 37649776 | 18463380 | 134196350 | 22035690 | 964032914626359296 | 735971338070810626 | 26554000 | 14982315 | 2756554238 | 845687738502385666 | 437104789 | 253322962 | 272985460 | 2907364388 | 37990581 | 14216123 | 15706633 | 6385432 | 15446126 | 14994418 | 413274241 | 14706299 | 600435408 | 522701657 | 720257453221261320 | 232783642 | 48492831 | 29123186 | 21690812 | 22705686 | 2355567925 | 68189495 | 458322044 | 3101588527 | 14168328 | 271484743 | 123584805 | 1337422884 | 739634588557803520 | 226944459 | 16303106 | 19697415 | 204832963 | 15473958 | 14091091 | 19802879 | 407387443 | 34305774 | 216776631 | 2175257492 | 262323041 | 15666380 | 155705264 | 17057271 | 153784150 | 241382835 | 27778893 | 21035409 | 22412376 | 293850289 | 2100521 | 16630098 | 21799699 | 17033125 | 1469101279 | 19181549 | 44874400 | 310687757 | 48244546 | 510464011 | 101802390 | 15092914 | 772471 | 41103933 | 18839937 | 2142731 | 9207632 | 366225283 | 6273552 | 17860068 | 90420314 | 14353392 | 502135911 | 2502053399 | 52344859 | 18393773 | 22001973 | 5225991 | 70656697 | 244841791 | 135441822 | 527526077 | 197365064 | 346475562 | 133093395 | 304679484 | 200583835 | 15939283 | 14217286 | 17020962 | 21217761 | 112508240 | 3898598357 | 65045121 | 30282704 | 20668126 | 80571413 | 18887526 | 21744554 | 506429053 | 87409245 | 70968175 | 80802900 | 74838816 | 10215212 | 36184220 | 6519522 | 20106852 | 28139873 | 914061 | 177584156 | 14420767 | 204633530 | 1227920058 | 5768872 | 8303022 | 76117579 | 16580226 | 77888423 | 377199941 | 52803520 | 328990309 | 21059255 | 411845007 | 631303299 | 43166813 | 25521487 | 110365072 | 7144422 | 5392522 | 96997907 | 1705991035 | 22642056 | 3334843313 | 191346389 | 45928243 | 56768257 | 403614288 | 2188934334 | 271075882 | 14075928 | 2890961 | 113422725 | 409486555 | 39364684 | 50374439 | 29442313 | 14824849 | 20479813 | 55117855 | 30973 | 26053643 | 2893511188 | 3873688636 | 970207298 | 32765534 | 35773039 | 1383272101 | 28164096 | 91478624 | 16573941 | 16403943 | 6427882 | 16312576 | 12 | 44039298 | 2289457436 | 1183041 | 624056226 | 22191023 | 738080573365702657 | 23399646 | 502474118 | 135295059 | 27782837 | 965266179836252161 | 383698470 | 868112707 | 271145197 | 727597427847356416 | 25629019 | 3420477195 | 6539592 | 33395719 | 12609292 | 224180296 | 34546946 | 20622594 | 2438659063 | 22832029 | 74377194 | 357310745 | 14506253 | 12611642 | 33345091 | 15146558 | 173885254 | 106333951 | 443215941 | 150078976 | 2863996955 | 998345349742907399 | 482790441 | 7855062 | 80700514 | 18396070 | 4091551984 | 28112627 | 12838532 | 2332431056 | 784575415457308672 | 53297035 | 21661279 | 298791059 | 30817647 | 26029878 | 45038044 | 17530277 | 38611183 | 866264816264126465 | 21257312 | 178812809 | 119958687 | 200249089 | 55948054 | 14580438 | 1416622795 | 24400109 | 3123076049 | 565209433 | 718869104556281856 | 21955058 | 24447643 | 16409285 | 86422542 | 14253109 | 16671869 | 157044652 | 15891841 | 1434251 | 17006157 | 1775731 | 16929349 | 59157393 | 10810102 | 16153562 | 20536157 | 1440641 | 25170188 | 14677919 | 22411875 | 1769551 | 1774391 | 43192807 | 116485573 | 20431922 | 1039826363837018112 | 24223220 | 14700258 | 17393196 | 24807616 | 173996982 | 8736882 | 19816859 | 895814938995957760 | 234521957 | 19494203 | 297169759 | 22084427 | 66544351 | 14062180 | 17596014 | 35002876 | 88974843 | 307758523 | 8223872 | 16336998 | 436128472 | 123309278 | 34952371 | 19367815 | 127188443 | 24691376 | 555448499 | 3246924024 | 32135704 | 23544596 | 2566366864 | 20255162 | 14117843 | 30278532 | 59949396 | 31080039 | 1640929196 | 257548783 | 448891258 | 1079570605337337856 | 379209090 | 28562317 | 385187734 | 87410067 | 571202103 | 16220088 | 40329122 | 171271070 | 2682203349 | 26500486 | 122342030 | 239313282 | 2668511677 | 3246961308 | 2328002822 | 536527211 | 2996253413 | 18087450 | 885266520905056256 | 58528137 | 85839993 | 3323157945 | 3063032281 | 2317351705 | 78835016 | 64411954 | 14750983 | 70725281 | 41387380 | 1051396218 | 15635604 | 24815314 | 20998647 | 50539213 | 1350259454 | 22449367 | 341978660 | 13524182 | 2835653131 | 36947388 | 6449282 | 823905 | 2361707564 | 29417304 | 1289482598 | 1248759402 | 19084896 | 58323389 | 21436663 | 14463848 | 182104983 | 31458109 | 288363743 | 1510918164 | 266635682 | 9096972 | 16928541 | 4970411 | 126979461 | 7027112 | 551426814 | 18783579 | 197962366 | 296023958 | 2894370569 | 15057943 | 18524364 | 15742399 | 14700316 | 2905440476 | 23002923 | 572517477 | 84708371 | 15078840 | 246634778 | 33238876 | 29655018 | 31957731 | 217030924 | 328049243 | 117662694 | 985916593065476096 | 136441843 | 67418441 | 417927225 | 23547038 | 277511254 | 15383636 | 667563 | 1714904610 | 21008297 | 47797211 | 287735479 | 800285348261556224 | 73251301 | 615328000 | 15857447 | 67739279 | 80755329 | 16747109 | 65289126 | 21410672 | 500042487 | 3047722897 | 946876486199386112 | 31013444 | 25743813 | 14709355 | 17844280 | 27042513 | 30271564 | 409713189 | 35799561 | 115485051 | 20609518 | 13215132 | 106823281 | 18382184 | 2813530168 | 336116660 | 139823781 | 17790274 | 18952476 | 553581707 | 32113781 | 1105220772459556867 | 23749162 | 42417984 | 56650317 | 19018401 | 15808765 | 5695632 | 15693493 | 15962096 | 75391053 | 3282859598 | 180505807 | 67995848 | 93969270 | 63296944 | 44527648 | 316756361 | 22657153 | 7744592 | 180463340 | 51002583 | 32812498 | 1216408988553748481 | 4196983835 | 804449376 | 1041718006747820032 | 437698597 | 21799430 | 64510593 | 1537083344 | 87532773 | 21849140 | 405874056 | 18726942 | 53925101 | 17338082 | 10876852 | 93711247 | 167324989 | 65525881 | 17441447 | 2852105343 | 809273 | 307426028 | 156411211 | 128393253 | 80298043 | 559758533 | 3707535017 | 395194959 | 3374688273 | 90661198 | 162452290 | 190205062 | 5695032 | 14749606 | 24538648 | 25970331 | 15687962 | 17525171 | 68577152 | 570218986 | 14855279 | 27750488 | 197360155 | 21526685 | 1164796862567612416 | 9916402 | 143882311 | 22100541 | 19834221 | 319769408 | 95023423 | 159894847 | 29216260 | 393852070 | 750751206427860992 | 71876190 | 226662318 | 1168341279056388098 | 6433472 | 15066876 | 1343354948 | 11518842 | 22730557 | 14134204 | 100338337 | 16246911 | 842021004608073728 | 867380570552250368 | 17544803 | 13784642 | 565773188 | 357668606 | 20675681 | 3074470992 | 11178902 | 224896427 | 158865339 | 45112524 | 19780648 | 63485337 | 23777198 | 8453452 | 24290265 | 289076875 | 24871896 | 39099783 | 14559745 | 250884927 | 22240612 | 52551600 | 72644483 | 747871274 | 13334762 | 1399071 | 6480682 | 3041509295 | 16939148 | 53238154 | 33057154 | 924836857988313088 | 41713603 | 25460615 | 19661294 | 226087776 | 50090898 | 155949831 | 31311757 | 13461662 | 18173624 | 40016029 | 4291004005 | 7429102 | 2617938906 | 139162440 | 30469979 | 233183631 | 63786611 | 46440103 | 95438524 | 281217033 | 985400317 | 1305940272 | 568825492 | 2282671736 | 1436256859 | 1244325504 | 45859457 | 254107028 | 33838201 | 3131243261 | 48761924 | 846137120209190912 | 1041346340 | 3320478908 | 18713254 | 2826858770 | 2312494016 | 349300271 | 14681605 | 223364295 | 738267072250028036 | 9313022 | 525005120 | 8596022 | 157920406 | 1023871775795564545 | 16298441 | 28140646 | 16994529 | 18080585 | 22407719 | 16786977 | 17328492 | 253742656 | 774337933893636096 | 20734411 | 28245852 | 16887507 | 17825445 | 97040343 | 164081884 | 473377156 | 19418459 | 555031989 | 125485258 | 340613443 | 18036441 | 27711339 | 20710809 | 238319766 | 543533194 | 63701775 | 24919888 | 730400376 | 15820664 | 574032254 | 22910230 | 811350 | 220145170 | 27706753 | 32468665 | 51263711 | 16665197 | 534563976 | 6486602 | 386538440 | 31285982 | 37060788 | 21457289 | 1075893326602153984 | 16319797 | 289431709 | 2499289070 | 32372834 | 45090120 | 16935292 | 465046121 | 84447226 | 43736146 | 887464646 | 38679388 | 85626267 | 398593054 | 168778996 | 15670515 | 701615052 | 546076148 | 121291606 | 22685200 | 4207961 | 19066345 | 2686834802 | 115622213 | 176355348 | 26347170 | 275686563 | 101825544 | 2553151 | 2950206855 | 189376144 | 18807671 | 71256932 | 24925573 | 9534522 | 52135300 | 65119912 | 98335997 | 14208474 | 59889953 | 240734425 | 19394186 | 56405314 | 989 | 16689804 | 16425197 | 22209176 | 36082429 | 20506424 | 19402238 | 1205974434 | 1209309782 | 27855118 | 260306257 | 25489250 | 14620190 | 94530194 | 24278900 | 5405152 | 66395780 | 61180382 | 1364930179 | 27961547
1,239760107 | 356314733 | 24166202 | 18927441 | 214201922 | 517077573 | 86395621 | 577401044 | 61541821 | 21158690 | 877807935493033984 | 1073510445925859328 | 14572574 | 248414574 | 62593760 | 346526830 | 321459483 | 1542453360 | 2455740283 | 70121796 | 14922225 | 204089551 | 3225696392 | 80413939 | 944632008 | 461688027 | 7861312 | 23131024 | 21164804 | 180670967 | 28023330 | 14503124 | 2416356510 | 849804653307076609 | 210312759 | 14868699 | 10671602 | 24742040 | 17540485 | 358881865 | 266135518 | 325306055 | 14903310 | 377188743 | 953278568 | 5162861 | 754006735468261376 | 272570677 | 737618852834512896 | 15234657 | 15222083 | 22258315 | 19976791 | 1124722303 | 555532681 | 110546136 | 17974068 | 7157132 | 214174332 | 701983068 | 147558951 | 31524543 | 61033129 | 16297193 | 4428161733 | 405027739 | 245282361 | 245065992 | 2367499642 | 363811679 | 151173405 | 493714995 | 309366491 | 2196922086 | 11928542 | 312937997 | 228722020 | 15880163 | 16799897 | 795451674735185921 | 3731551576 | 210684204 | 5920532 | 614754689 | 26599573 | 30736991 | 806043 | 2420931980 | 77596200 | 1171615392680304641 | 153918448 | 900848714 | 104358108 | 3373163362 | 281890963 | 23645599 | 188021635 | 1406412955 | 16905329 | 591672691 | 66699013 | 267740145 | 42300444 | 738461704623955968 | 37876253 | 126819958 | 1048018930785083392 | 29758446 | 19609162 | 121559667 | 38232487 | 425871040 | 2829703098 | 344538810 | 1452520626 | 567167802 | 85234132 | 14587578 | 29514951 | 111906894 | 612449478 | 225818852 | 2325984198 | 17092592 | 376635771 | 1131979226511478786 | 780104972 | 20523846 | 4009148182 | 64496398 | 46957344 | 498301675 | 64565898 | 399404516 | 2554062296 | 318762626 | 1101925656 | 36803580 | 214997269 | 3015811923 | 7212562 | 20793816 | 238431491 | 16827333 | 909595974 | 61933836 | 353780675 | 121258930 | 59804598 | 10207502 | 22773313 | 16736535 | 262336624 | 1230550898616586242 | 290097288 | 38857814 | 2389888200 | 176507184 | 1141417774201184257 | 2997324590 | 891000584836235265 | 151287563 | 211301739 | 15506669 | 282348945 | 2207520854 | 1076205240 | 1083277968 | 1184836053548634114 | 323319539 | 3138727082 | 605511043 | 1720701343 | 1009653148108054528 | 19596174 | 3687721995 | 910874659 | 232386596 | 1873398656 | 18381517 | 44197832 | 2305603543 | 708002939479019520 | 2923489994 | 927404765557985280 | 21549924 | 1232327677207547904 | 1638049136 | 702658867533115392 | 2814125596 | 3873936134 | 2909403579 | 96625583 | 16151999 | 386650599 | 968652142750810114 | 23127272 | 2163885564 | 1029142980 | 74274804 | 392513215 | 3644811674 | 398505928 | 1648029396 | 3065618342 | 15853668 | 719324795167309827 | 59414975 | 20555997 | 4096120649 | 2314528933 | 722496001433608192 | 4635464893 | 824116482191855620 | 3231576846 | 3837863428 | 1165785637687123973 | 2559865245 | 1689053928 | 176758255 | 7563792 | 605805760 | 66780587 | 209004862 | 1922861 | 96879107 | 20273398 | 211992616 | 62581962 | 730875392 | 15913 | 18549724 | 46423291 | 18742444 | 121226571 | 612782611 | 294198566 | 85215038 | 1166443278834659328 | 19136295 | 247521952 | 84073162 | 999470034 | 17732153 | 26982602 | 357312062 | 1333467482 | 125304737 | 385562752 | 104969057 | 25344376 | 1114253221269245952 | 1653505536 | 335425604 | 818737178012450816 | 942114668 | 842438927269134336 | 1563692491 | 1023325685337796608 | 471953469 | 23627469 | 880142286176231425 | 6240732 | 175624200 | 867702739 | 15531582 | 20690398 | 714758552 | 21378183 | 2232827756 | 26280712 | 331908924 | 174307074 | 1209608880 | 1156653746702565382 | 1128006492391481344 | 2321353982 | 4243413513 | 1435069141 | 151058005 | 1430521304 | 2232241 | 146556805 | 34002876 | 1708443876 | 1074448466 | 983561784110923776 | 1449773604 | 819218871932612609 | 1070519291722809344 | 1215788594297819137 | 752013190221836288 | 899964091 | 149966693 | 1956017742 | 13348 | 3232765964 | 229256967 | 886025352 | 29169540 | 982040378 | 2372848885 | 36426816 | 388918211 | 2865716541 | 2344209337 | 204870137 | 579648949 | 234905133 | 1220791675 | 21621749 | 738712291386986497 | 194693285 | 382342427 | 1114707756 | 1057609746 | 2797935057 | 2439256361 | 1623072205 | 287399939 | 284982697 | 2859077596 | 17530721 | 95411613 | 1063139975120728065 | 306490355 | 1488707239 | 41501555 | 29910549 | 29450962 | 516771605 | 21011215 | 2839430431 | 507005731 | 2841326331 | 737848638 | 823295875120332801 | 7581582 | 21005767 | 16291199 | 1055677570975297537 | 758669148 | 207784631 | 1054151922553212929 | 47799910 | 14799177 | 177564924 | 432311300 | 14649689 | 8032822 | 123870913 | 780573108 | 1565620855 | 47667972 | 859816394556284929 | 1036508786 | 146540920 | 15578992 | 537004797 | 743662396892282881 | 77548797 | 53996317 | 23414946 | 73594128 | 66269913 | 469689725 | 380020286 | 19003121 | 67611162 | 16582027 | 1396698397 | 1117931702 | 7860742 | 7565302 | 20542450 | 15066271 | 27650674 | 90964854 | 16567106 | 8369072 | 193147015 | 1476252494 | 228624732 | 50111999 | 2427790147 | 846328884 | 19637934 | 635053388 | 1032307680 | 3930373409 | 348941785 | 2391531141 | 3771973276 | 1209204682515787776 | 1146420797566803968 | 1447082730 | 57016932 | 89183429 | 494939290 | 1675281750 | 47618909 | 2909310806 | 2722891660 | 347877311 | 19544520 | 286505380 | 790331797 | 28609576 | 459520912 | 14395912 | 14116807 | 21258337 | 213573898 | 27744185 | 1082334352711790593 | 887293263551614977 | 116223448 | 193161781 | 712020020222697472 | 1222310528724426752 | 1056931894829481985 | 1111093422444572672 | 3001023491 | 1049366622539005955 | 167011634 | 3300594994 | 611941828 | 19413393 | 16477634 | 123903376 | 23482357 | 168857946
