source,target
44196397,255427651
44196397,581301629
44196397,178690996
44196397,1056126391
44196397,974444827
44196397,15808647
44196397,30065676
44196397,310072711
44196397,968937206
44196397,877807935493033984
44196397,14338147
44196397,14504859
44196397,295218901
44196397,16261638
44196397,381585744
44196397,41016696
44196397,216939636
44196397,4783690002
44196397,68746721
44196397,48008938
44196397,2235577028
44196397,18494593
44196397,37649776
44196397,32843303
44196397,2278822326
44196397,18463380
44196397,1073510445925859328
44196397,731132367058968576
44196397,719218159
44196397,134196350
44196397,110557285
44196397,101798589
44196397,18185124
44196397,137862496
44196397,2480268229
44196397,24201088
44196397,16794568
44196397,155620016
44196397,56532853
44196397,22035690
44196397,964032914626359296
44196397,18588279
44196397,12266442
44196397,304185486
44196397,87775422
44196397,735971338070810626
44196397,26554000
44196397,14982315
44196397,17881732
44196397,16074627
44196397,32135630
44196397,171421559
44196397,439125710
44196397,30354991
44196397,2756554238
44196397,60630907
44196397,1432893792
44196397,15862891
44196397,845687738502385666
44196397,432895323
44196397,839896928
44196397,119480392
44196397,25852572
44196397,437104789
44196397,1009977643
44196397,14572574
44196397,12811952
44196397,487736815
44196397,952666742584692736
44196397,1292895211
44196397,14895030
44196397,376502929
44196397,6351572
44196397,36994285
44196397,861761372899745793
44196397,2150624720
44196397,130922325
44196397,20565284
44196397,211101217
44196397,933800670515417088
44196397,253322962
44196397,26213879
44196397,110460818
44196397,16737406
44196397,24987895
44196397,43266236
44196397,24699707
44196397,36686040
44196397,225553867
44196397,123757534
44196397,2384071
44196397,20958510
44196397,383125195
44196397,435299501
44196397,272985460
44196397,256932842
44196397,39066129
44196397,77685623
44196397,2907364388
44196397,402888514
44196397,154221292
44196397,37990581
44196397,375434404
44196397,219294551
44196397,2748525155
44196397,192831956
44196397,1051053836
44196397,21323268
44196397,14216123
44196397,19407053
44196397,243170507
44196397,552582271
44196397,14163722
44196397,15706633
44196397,36008885
44196397,19748674
44196397,3305470938
44196397,79650494
44196397,2256145915
44196397,248414574
44196397,6385432
44196397,4855801089
44196397,14761795
44196397,15568127
44196397,7745472
44196397,15446126
44196397,62593760
44196397,9451052
44196397,14994418
44196397,346526830
44196397,15209694
44196397,413274241
44196397,14521926
44196397,20571756
44196397,14706299
44196397,1241581828403793920
44196397,2855337030
44196397,73353532
44196397,32875790
44196397,600435408
44196397,8527372
44196397,321459483
44196397,735520507
44196397,1321297008
44196397,151739682
44196397,281789280
44196397,292619181
44196397,234470696
44196397,522701657
44196397,32626129
44196397,939985878201618432
44196397,4639413136
44196397,720257453221261320
44196397,24980246
44196397,280430548
44196397,232783642
44196397,48492831
44196397,892219807
44196397,29123186
44196397,11680312
44196397,2439700397
44196397,1131093438714269696
44196397,1217407426821066754
44196397,17962204
44196397,21690812
44196397,29307032
44196397,46750168
44196397,26012202
44196397,14594844
44196397,22705686
44196397,2355567925
44196397,68189495
44196397,458322044
44196397,248825347
44196397,3101588527
44196397,49698134
44196397,18177126
44196397,783923150916579328
44196397,14168328
44196397,87170183
44196397,2222673457
44196397,1153045459
44196397,126990459
44196397,271484743
44196397,123584805
44196397,782637818510139394
44196397,137501141
44196397,414359892
44196397,3066170102
44196397,50940456
44196397,19110632
44196397,18677260
44196397,1337422884
44196397,739634588557803520
44196397,2358853867
44196397,746323
44196397,441598184
44196397,202415747
44196397,199110089
44196397,17482727
44196397,242253020
44196397,36528126
44196397,149915877
44196397,2297244138
44196397,718167032
44196397,824676900
44196397,226944459
44196397,252751061
19725644,16303106
19725644,20015311
19725644,18948541
19725644,30364057
19725644,19697415
19725644,204832963
19725644,66369181
19725644,37710752
19725644,2916305152
19725644,17220934
19725644,34743251
19725644,13298072
19725644,15473958
19725644,15764644
19725644,14091091
19725644,19802879
19725644,18164420
19725644,407387443
19725644,34305774
19725644,10228272
19725644,2987649676
19725644,266336410
19725644,216776631
19725644,18170896
19725644,2175257492
19725644,262323041
19725644,15666380
19725644,155705264
19725644,1435461
19725644,17057271
19725644,18622869
19725644,15234407
19725644,153784150
19725644,14199378
19725644,517077573
19725644,22461427
19725644,34900333
19725644,241382835
19725644,27778893
19725644,21035409
19725644,22412376
19725644,27713200
19725644,293850289
19725644,2100521
19725644,32117870
19725644,16630098
19725644,21799699
19725644,17033125
19725644,14485447
19725644,1187330941
19725644,14739684
19725644,31685653
19725644,122555803
19725644,1542453360
19725644,16572109
19725644,1469101279
19725644,19181549
19725644,3125154047
19725644,4081106480
19725644,17939037
19725644,44874400
19725644,41284429
19725644,968937206
19725644,48008938
19725644,310687757
19725644,48244546
19725644,26136956
19725644,487833518
19725644,845687738502385666
19725644,839896928
19725644,510464011
19725644,26213879
19725644,23851073
19725644,2907364388
19725644,101802390
19725644,15092914
19725644,552582271
19725644,772471
19725644,41103933
19725644,89043072
19725644,18839937
19725644,14994418
19725644,1138959692
19725644,14706299
19725644,30016700
19725644,2142731
19725644,32626129
19725644,9207632
19725644,366225283
19725644,20562637
19725644,29130296
19725644,8287602
19725644,3101588527
19725644,14790899
19725644,6273552
19725644,1091915908006715392
19725644,60293310
19725644,365956744
19725644,75532979
19725644,17860068
19725644,2455740283
19725644,70121796
15439395,21447363
15439395,15846407
15439395,26565946
15439395,783214
15439395,15485441
15439395,807095
15439395,19397785
15439395,5402612
15439395,71201743
15439395,316389142
15439395,90420314
15439395,186154646
15439395,14353392
15439395,502135911
15439395,2502053399
15439395,15666380
15439395,52344859
15439395,958282615
15439395,18393773
15439395,22001973
15439395,173195708
15439395,5225991
15439395,19711691
15439395,20699709
15439395,70656697
15439395,17386885
15439395,103065157
15439395,921150046644600832
15439395,244841791
15439395,18686907
15439395,135441822
15439395,527526077
15439395,36909344
15439395,197365064
15439395,7400702
15439395,346475562
15439395,38292671
15439395,133093395
15439395,3624914532
15439395,92727851
15439395,304679484
15439395,200583835
15439395,183749519
15439395,39413716
15439395,351009963
15439395,15939283
15439395,14217286
15439395,16186995
15439395,342963701
15439395,17020962
15439395,196235064
15439395,95092020
15439395,21217761
15439395,17595439
15439395,149103331
15439395,20508222
15439395,24201405
15439395,112508240
15439395,3898598357
15439395,2904195838
15439395,65045121
15439395,30282704
15439395,17939037
15439395,44874400
15439395,20668126
15439395,80571413
15439395,19715065
15439395,14504859
15439395,19255050
15439395,17469289
15439395,18887526
15439395,21744554
15439395,845833560611340293
15439395,552582271
15439395,89168924
15439395,506429053
15439395,87409245
15439395,621232027
15439395,70968175
15439395,80802900
15439395,136004952
15439395,10202
15439395,74838816
15439395,10215212
15439395,87118217
15439395,280452543
15439395,365956744
1636590253,15485441
1636590253,2557521
1636590253,90420314
1636590253,5988062
1636590253,17471979
1636590253,16303106
1636590253,500704345
1636590253,1330457336
1636590253,15492359
1636590253,338084918
1636590253,17220934
1636590253,169686021
1636590253,36184220
1636590253,6519522
1636590253,76348185
1636590253,20106852
1636590253,13236602
1636590253,32117870
1636590253,624413
1636590253,1074876241
1636590253,14217286
1636590253,961445378
1636590253,451586190
1636590253,28139873
1636590253,914061
1636590253,18272699
1636590253,93957809
1636590253,177584156
1636590253,381618637
1636590253,14420767
1636590253,112289040
1636590253,204633530
1636590253,1227920058
1636590253,14922225
1636590253,43192340
1636590253,46291977
1636590253,8820652
1636590253,328695608
1636590253,4783690002
1636590253,68746721
1636590253,17503180
1636590253,22035690
1636590253,30354991
1636590253,197091680
1636590253,24699707
1636590253,17467699
1636590253,14216123
1636590253,5768872
1636590253,8303022
1636590253,15111011
1636590253,522701657
1636590253,1243280248466214918
1636590253,108701392
1636590253,62603893
1636590253,76117579
34743251,11348282
34743251,822215679726100480
34743251,17471979
34743251,822215673812119553
34743251,66369181
34743251,37710752
34743251,65647594
34743251,13298072
34743251,15473958
34743251,1451773004
34743251,19658826
34743251,759251
34743251,18164420
34743251,16580226
34743251,3429950987
34743251,412228657
34743251,826435033695211520
34743251,21436960
34743251,153784150
34743251,517077573
34743251,947625320772927489
34743251,241312286
34743251,77888423
34743251,19875548
34743251,202890266
34743251,154590712
34743251,28137737
34743251,809662416
34743251,17595439
34743251,377199941
34743251,204089551
34743251,330509973
34743251,164386441
34743251,52803520
34743251,328990309
34743251,14338147
34743251,381585744
34743251,68746721
34743251,911297187664949248
34743251,2278822326
34743251,15220806
34743251,1074480192
34743251,21059255
34743251,60630907
34743251,839896928
34743251,253322962
34743251,24699707
34743251,104198706
34743251,555307309
34743251,2907364388
34743251,3225696392
34743251,2256145915
34743251,411845007
34743251,600435408
34743251,80413939
34743251,631303299
34743251,581123612
34743251,1131093438714269696
34743251,29186233
34743251,43166813
34743251,3101588527
34743251,823898834816421888
34743251,925779741340327936
34743251,337886919
34743251,18071358
34743251,2300503944
34743251,492833134
34743251,944632008
34743251,2455740283
239760107,813286
239760107,27260086
239760107,21447363
239760107,34507480
239760107,26565946
239760107,428333
239760107,15485441
239760107,19397785
239760107,25521487
239760107,19711691
239760107,517077573
239760107,110365072
239760107,2227540266
239760107,57440214
239760107,1109968586
239760107,461688027
239760107,17980523
239760107,18236230
239760107,877858596
239760107,29653923
239760107,169115069
239760107,7861312
239760107,38043442
239760107,23131024
239760107,515722353
239760107,204089551
239760107,2685837290
239760107,21164804
239760107,21040094
239760107,836529745
37710752,813286
37710752,27260086
37710752,17919972
37710752,15485441
37710752,11348282
37710752,822215679726100480
37710752,822215673812119553
37710752,133880286
37710752,17220934
37710752,14091091
37710752,186154646
37710752,15012486
37710752,7144422
37710752,5392522
37710752,15234407
37710752,153784150
37710752,27778893
37710752,21799699
37710752,627208970
37710752,961445378
37710752,96997907
37710752,122555803
37710752,839896928
37710752,1705991035
37710752,41103933
37710752,180670967
37710752,22642056
37710752,3334843313
37710752,191346389
316389142,807095
316389142,742143
316389142,16303106
316389142,2467791
316389142,19583545
316389142,62513246
316389142,51241574
316389142,30364057
316389142,262299947
316389142,1582853809
316389142,17463140
316389142,45928243
316389142,2303751216
316389142,56768257
316389142,15350768
316389142,177345928
316389142,154590712
316389142,3150940290
316389142,28023330
316389142,403614288
316389142,53210455
316389142,2188934334
316389142,510464011
316389142,271075882
316389142,894988135985172480
13298072,14075928
13298072,816653
13298072,47285504
13298072,29873662
13298072,19658826
13298072,2890961
13298072,14372486
13298072,729468343
13298072,18646108
13298072,3429950987
13298072,155705264
13298072,5514192
13298072,92727851
13298072,2215431792
13298072,914061
13298072,809662416
13298072,122555803
13298072,14338147
13298072,2316464970
13298072,15293352
13298072,115682368
13298072,130016268
13298072,24699707
13298072,14503124
13298072,1131093438714269696
13298072,113422725
13298072,4624044628
813286,822215673812119553
813286,409486555
813286,818876014390603776
813286,30313925
813286,1093090866
813286,939091
813286,15764644
813286,325830217
813286,14377605
813286,244655353
813286,18839785
813286,145125358
813286,1339835893
813286,133880286
813286,14293310
813286,18228898
813286,14647570
813286,23504870
813286,20015311
813286,18948541
813286,30364057
813286,17220934
813286,26565946
813286,90420314
813286,1330457336
813286,15492359
813286,338084918
813286,65647594
813286,25521487
813286,2467791
813286,62513246
813286,262299947
813286,47285504
813286,29873662
813286,14372486
813286,17004618
813286,14575107
813286,48488561
813286,93069110
813286,169686021
813286,19248106
813286,40255499
813286,32353291
813286,24674124
813286,2955928989
813286,19058681
813286,8161232
813286,972651
813286,23083404
813286,53340947
813286,47719002
813286,91517160
813286,39364684
813286,17753033
813286,2803191
813286,50374439
813286,4119741
813286,502135911
813286,2835886194
813286,123327472
813286,23151437
813286,29442313
813286,14824849
813286,19877186
813286,20479813
813286,55117855
813286,23172966
813286,92757138
813286,20540138
813286,310703618
813286,51680649
813286,2987649676
813286,512225400
813286,1206997297684340736
813286,166739404
813286,176566242
813286,177378345
813286,1207473092
813286,2219233063
813286,349513956
813286,30973
813286,266336410
813286,18479513
813286,210238655
813286,30309979
813286,17169320
813286,35094637
813286,17461978
813286,19923144
813286,19426551
813286,1059194370
813286,26053643
813286,2371305157
813286,96792038
813286,330715293
813286,864251944134561792
813286,757303975
813286,172858784
813286,2293315159
813286,68999404
813286,15513604
813286,49573859
813286,1344951
813286,2893511188
813286,580097412
813286,136361303
813286,890891
813286,15007149
813286,33995409
813286,65992743
813286,2175257492
813286,19161423
